amargor_IBU,alcohol_ABV,color_SRM,densidad_original,lupulo_aroma,levadura,tiempo_fermentacion_dias,carbonatacion_vol,es_premium
35.12752925,5.408652811,5.57482595,1.050420841,alto,K97,12.9006188,3.016145607,0
2.508914277,3.970628492,6.701943354,1.050064143,alto,K97,13.81495513,2.156236269,0
74.36413859,3.647329714,7.565641107,1.052399135,bajo,K97,14.45640597,3.031589229,0
19.156413,3.477640814,7.884089168,1.048656771,alto,US05,14.24753341,2.410466384,0
15.3190188,6.112688375,5.773769429,1.040818201,bajo,BE256,10.28978668,1.987346733,0
55.33855648,4.370736606,14.89233227,1.047836131,bajo,US05,13.23903662,2.810423805,0
76.5962861,6.53372771,8.964582399,1.053969092,bajo,K97,8.010213326,2.437770417,0
29.42813197,9.170942717,11.41001987,1.061145373,bajo,US05,13.26777526,2.65533723,1
48.4586368,3.292642042,7.718594534,1.048768083,medio,US05,12.78549571,2.767156776,0
48.92131512,3.88347556,2.717586798,1.054931883,medio,K97,12.04445552,2.501386666,0
54.72729774,7.551485376,11.08022943,1.064520088,medio,US05,21.18680771,2.222327747,1
51.38392885,4.844101822,2.350980098,1.042285984,medio,S04,9.031013866,2.692714013,0
44.21787136,4.451712704,9.725463816,1.049196844,bajo,US05,9.497651544,2.400226652,0
64.90391061,6.377350638,4.526739845,1.061603929,bajo,US05,20.58235085,2.605757346,1
39.06110308,5.501782736,17.949104,1.045168768,medio,BE256,13.72851447,1.753880828,0
28.69053117,6.117398816,13.64545089,1.049123108,medio,BE256,15.72652652,2.534094515,0
26.83297036,5.679977489,10.42301517,1.061434779,bajo,K97,21.13051931,2.208424252,1
14.60564779,4.640231354,15.05482671,1.049953557,alto,K97,24.28798127,2.895992891,0
38.5249056,3.673952314,6.61473609,1.051534905,alto,BE256,5.002270183,2.586926204,0
25.17113339,4.586534839,12.17391751,1.059067038,alto,S04,16.43494236,2.471957324,0
23.44616024,5.260280507,10.79924173,1.048285606,medio,US05,11.77147771,2.545892998,0
42.69841227,4.036241074,11.05608033,1.051391743,bajo,S04,11.6543394,2.100467744,0
53.77068129,6.916894427,15.089414,1.066656695,medio,S04,19.16625471,2.886977007,1
53.77474909,5.343787882,12.92996841,1.045768201,bajo,BE256,10.36492132,2.997411126,0
16.44249095,4.951347648,11.15489465,1.047075462,medio,K97,20.73809934,2.517874053,0
25.15557795,5.032796995,3.380450255,1.047606207,bajo,US05,17.36918931,2.877121071,0
54.11156782,4.241504665,6.159814819,1.051797379,alto,K97,14.09278391,2.22925554,0
25.2626891,4.769599286,9.509164266,1.061745379,bajo,S04,19.40406301,2.16086593,0
36.63050275,4.075766856,10.3734895,1.046419783,alto,S04,7.949884139,2.412277425,0
72.45503725,7.31917451,5.479185101,1.06619792,alto,K97,9.638788405,2.530482312,1
25.47483318,6.035249335,19.6467067,1.049684385,medio,K97,5.288129071,2.281803996,0
41.58063259,3.153812138,16.06557622,1.051978994,alto,BE256,11.20234184,2.561330457,0
19.98961758,4.07048914,12.40847328,1.051317754,medio,K97,14.64679411,2.491916845,0
30.97948534,3.503470745,10.28814745,1.056420479,alto,K97,14.41143431,2.100507967,0
65.00493158,7.671340076,9.15116412,1.052602779,medio,BE256,19.05707309,2.555637905,1
75.56309916,7.213196628,6.19232616,1.066296166,alto,K97,17.39953219,2.659058473,1
46.60712107,3.55035478,10.30992207,1.047520609,medio,S04,17.21261897,2.451440795,0
39.70543302,4.078140187,11.03101016,1.055486501,alto,K97,14.95851007,2.745794431,0
48.28734932,3.996042628,5.032957698,1.04217176,medio,US05,16.93221713,2.034778862,0
43.35871201,5.207267329,11.33670567,1.034961838,medio,S04,6.42895129,2.540385127,0
60.46210645,5.069344337,9.378963805,1.052855897,alto,BE256,15.24596344,2.048915788,0
41.87836754,4.278262447,2.368769768,1.051218286,alto,S04,9.24893904,2.065775593,0
33.55891688,5.176820872,6.558459957,1.044548958,medio,BE256,12.41070699,2.21072075,0
41.83446255,4.453319915,8.345577866,1.045072302,bajo,US05,16.13745959,2.117381945,0
48.14947044,4.72834489,17.55075063,1.045151281,medio,US05,14.36437443,2.235601254,0
66.20152355,5.196860324,12.2262125,1.06391065,alto,S04,16.94901301,2.335754907,1
40.60887537,6.340461052,4.658073724,1.046868424,alto,K97,14.02509262,2.651146346,0
29.47012468,3.700418763,11.94414516,1.05247032,alto,S04,7.873858739,2.303652288,0
30.05648624,5.829732418,3.810784044,1.035726867,bajo,S04,18.60106958,1.924312288,0
33.31919627,5.418809298,14.33076422,1.053252119,medio,US05,23.70922146,2.742020354,1
66.24365115,3.851736711,8.115501393,1.04436973,medio,BE256,18.47419978,2.14887296,0
21.34205147,5.818777644,9.625455245,1.048718297,alto,S04,11.89387325,2.382383872,0
29.60642203,6.537931918,15.30318659,1.047309761,bajo,K97,11.90569605,2.533960952,0
29.22389102,3.877455194,4.851345726,1.053989219,alto,US05,10.94325285,2.459883126,0
53.42386565,4.082497179,4.41152726,1.040703316,medio,S04,17.50469573,2.728253864,0
35.57575483,6.017661467,7.665602695,1.050227457,bajo,S04,11.16227537,2.543700943,0
58.71613109,5.271495311,14.1535154,1.052791682,medio,K97,16.57838173,2.141607126,0
29.89764064,5.551476275,3.922615698,1.059283237,bajo,S04,12.47019041,3.053568652,0
44.18491243,5.340589216,2,1.04759117,medio,S04,6.0961468,2.458300039,0
27.4697942,5.390695921,8.195364566,1.051622293,bajo,S04,11.71874373,2.355797932,0
63.35826036,6.012820473,12.2069632,1.064473236,bajo,S04,16.88197015,2.689177627,1
22.18602371,6.047317707,14.801047,1.038040219,alto,K97,14.13561089,2.474835284,0
44.64731065,6.169589992,8.147354552,1.054223872,bajo,S04,9.238369057,2.519768458,0
49.50665321,4.770609256,8.354293572,1.049972199,bajo,S04,17.7039004,3.1476552,0
46.20698646,4.95652305,14.61560294,1.055892563,medio,S04,13.63569656,2.317463572,0
37.22068512,3.468892497,2.521033201,1.043132986,medio,US05,13.28961602,2.304671732,0
38.0526895,5.514254756,8.445916899,1.052599511,alto,K97,16.62356855,2.434973554,0
40.65717208,5.572057442,10.76169556,1.059344089,medio,US05,17.85562774,2.721454781,0
37.79496998,4.937808983,11.79687489,1.052098528,alto,US05,13.91960499,1.948039791,0
54.45818675,6.12435336,7.960773227,1.051382908,medio,K97,10.9151988,1.810333233,0
73.15784502,4.665922769,10.13776405,1.05004278,bajo,US05,6.904121536,2.223865419,0
31.63762322,5.564605926,2,1.042145593,bajo,US05,11.25580097,1.909823112,0
19.45295531,3.980335661,7.367006351,1.056777865,medio,US05,11.53115101,2.272550596,0
57.62988152,7.953136634,11.81403485,1.05882015,medio,K97,20.35142355,2.550749909,1
78.69564006,4.825645742,6.070823863,1.052522416,alto,S04,12.61941248,2.132775341,0
27.94488148,5.225307922,10.23593689,1.042184828,medio,BE256,16.75173189,1.971952027,0
64.58675208,4.630473071,11.78749,1.044102702,medio,BE256,11.54806691,2.420801149,0
72.34755876,5.856273793,8.629803197,1.058304389,bajo,K97,16.12601555,2.658763045,1
61.09976951,7.108559706,10.68185508,1.061850306,bajo,BE256,14.96493897,1.891507968,1
48.53474619,4.563235763,6.149069739,1.057266377,medio,K97,15.36730086,2.646069719,0
64.42594935,3.393422899,9.173554881,1.049608847,medio,K97,13.75984983,2.645191861,0
34.31308389,6.749583904,12.44086468,1.040790511,medio,BE256,11.59222223,2.686225531,0
36.9462946,6.381454079,10.62789184,1.054460338,bajo,US05,11.46707441,2.765544064,0
31.27478629,3.707737305,7.653874922,1.047050538,medio,S04,10.59754699,3.060604177,0
24.77864904,5.689707805,10.89686562,1.053493444,alto,BE256,11.83597254,2.293172385,0
30.26083682,4.497025229,12.85843916,1.050126054,bajo,BE256,17.02266335,2.432871474,0
55.90914645,5.972324859,2,1.054429768,medio,BE256,20.12390265,2.27506847,1
19.54670036,8.265707841,14.63629626,1.061293306,alto,BE256,9.287154721,2.400593053,1
28.45040153,4.7655922,8.654981045,1.060981116,medio,K97,21.07267717,2.859862007,0
43.50678868,4.216234334,11.70195973,1.052464932,medio,K97,15.27986076,1.996495655,0
16.66156531,4.309458948,14.78898769,1.049712411,bajo,S04,8.372226398,2.141685098,0
44.96320348,4.083808085,4.513305211,1.055376717,medio,S04,12.23260429,2.813154281,0
76.89847544,8.775310893,7.16223599,1.062753988,bajo,BE256,28.19603883,2.706010952,1
55.96666964,5.806363168,8.845805216,1.062223869,alto,BE256,20.12410438,2.291060506,1
45.61084855,4.284240011,6.864985916,1.044541874,alto,BE256,9.567550167,2.6563206,0
58.41503489,5.682052066,16.9397463,1.05116924,alto,S04,17.90416288,2.502364753,0
21.85538472,6.487246155,6.572911625,1.055177217,alto,BE256,19.59794571,2.850082383,0
65.0885858,4.419946759,7.777812882,1.045819689,medio,US05,11.48538278,2.422352878,0
59.63812369,6.749953485,10.81755613,1.049567612,medio,S04,21.79525239,2.707689634,1
29.42482216,5.49968511,5.191401896,1.04954147,alto,US05,9.854763011,3.192603573,0
39.16346384,5.472002271,8.417277153,1.045561152,alto,BE256,13.18615544,2.579429747,0
48.37490369,5.075955268,11.26981305,1.05498816,medio,K97,13.8536401,2.41479845,0
41.14008087,5.742682418,8.668558382,1.048566029,alto,US05,16.63859999,2.616734096,0
48.08133989,5.482248953,9.626452564,1.053797574,medio,S04,18.36073388,2.290415743,0
26.1898961,3.762337578,7.88267155,1.048541207,medio,US05,11.00761574,3.116390312,0
42.54041236,5.869156064,3.942118763,1.049700869,medio,S04,6.130699743,2.454021311,0
18.79428255,5.887290837,11.28637285,1.052467801,bajo,BE256,13.91502088,2.318120004,0
38.33160908,4.236713896,17.01973229,1.051454485,bajo,US05,15.17415012,2.149293298,0
26.44138538,5.037937835,10.07360652,1.040022341,bajo,K97,14.99767075,2.729166057,0
28.96705086,5.683328993,10.90105647,1.044393781,medio,US05,12.69330701,2.660156224,0
58.54139763,4.79068618,12.77089102,1.05464705,medio,K97,14.4990084,2.250793689,0
56.36965181,6.072978048,4.922678014,1.049339317,medio,S04,20.06177923,2.572935404,0
49.13707181,7.363872495,16.81005863,1.047381343,alto,BE256,15.52693668,1.94743321,0
23.61530853,4.214013967,10.80931519,1.04320713,medio,BE256,12.5065263,2.455491173,0
54.42838701,7.779660532,16.5274276,1.064100791,medio,K97,18.93147235,2.535826906,1
58.1964655,5.303818596,7.067868018,1.039891007,bajo,S04,13.32059057,2.912198943,0
42.1257537,5.721562505,17.27224769,1.049493596,bajo,BE256,20.54695985,2.168754359,0
74.7899431,4.769133626,13.10062198,1.047007812,alto,S04,13.26679716,2.016494211,0
45.89976759,6.453260663,12.21216034,1.045167061,medio,K97,13.92082262,2.131371612,0
42.88073675,3.6613942,10.93609782,1.049659383,alto,K97,12.07074572,1.99902945,0
35.36325304,5.692918623,9.005885528,1.051819853,bajo,US05,18.39593343,2.800997207,0
70.82508096,7.964851633,14.80212663,1.054402269,medio,BE256,21.97512886,2.864591789,1
37.71295245,6.719377906,10.56143948,1.042440583,bajo,BE256,15.8024522,2.496064973,0
52.13219601,5.765651128,2.131721186,1.060893474,bajo,US05,14.59045294,2.766388484,1
54.35053475,4.233343412,5.531254153,1.054865508,bajo,K97,14.14713133,2.440187514,0
28.21015809,4.450442864,9.256616991,1.046104536,bajo,K97,5,2.371466506,0
20.0315057,5.859587887,11.23999593,1.05101618,medio,K97,16.98060346,2.300088714,0
12.4569194,4.61286935,9.773646044,1.047711834,bajo,K97,14.53666566,2.306882703,0
47.6198699,4.954588782,14.87588316,1.050928443,alto,S04,15.7133682,1.935659533,0
23.44950091,5.025388421,2.195592544,1.057545655,medio,BE256,11.15415122,2.479276429,0
7.706641106,3.080326844,10.57435175,1.053028031,bajo,BE256,12.46217248,2.387899827,0
45.82867907,4.986162254,2.728083098,1.052543042,bajo,K97,12.35590025,2.623608217,0
77.39499276,4.310272226,13.03884918,1.047848453,medio,K97,18.08649194,2.428057049,0
39.90893633,4.506877178,9.622165142,1.042579717,bajo,K97,12.48496065,2.35118889,0
52.57736162,6.443632003,11.67843989,1.048957659,alto,BE256,22.33064129,2.138642091,0
68.89651887,6.911637041,6.544468158,1.064360985,alto,BE256,13.74311997,2.421645971,1
55.35680341,6.62998897,15.11785973,1.058424566,bajo,K97,17.96062077,2.621471169,1
64.89199533,6.741203937,14.16689866,1.05714127,medio,S04,11.24597925,2.056998303,1
35.64588184,4.720239832,12.33417721,1.050631339,bajo,US05,11.39329951,2.426242126,0
44.01088471,5.790371896,9.481931013,1.045076726,medio,US05,5.222470121,2.469912885,0
57.22646795,6.704519682,12.31942914,1.058886396,medio,US05,20.41516208,2.184580565,1
29.9786432,5.570612997,7.172429728,1.047882007,bajo,BE256,16.81257017,2.223643109,0
75.73513839,6.66618051,13.42222264,1.067263084,bajo,BE256,13.92894276,2.469183255,1
49.43484464,8.173124638,16.59792358,1.055418395,medio,US05,13.89038579,2.059973695,1
38.87308055,7.369642192,14.28244224,1.055815396,medio,US05,16.50692702,2.504977115,1
48.04764765,3.914849473,7.081590121,1.043463151,bajo,S04,12.06553144,2.131393688,0
26.52298027,4.17458947,11.44566927,1.042010639,medio,BE256,17.3671231,2.718856108,0
40.79355971,5.429123848,4.827433825,1.057377165,medio,BE256,16.01387306,3.101348324,1
39.86321505,6.244679581,12.28956124,1.053659778,alto,US05,5,2.141772959,0
56.28843349,3.648925634,11.80241365,1.049015391,bajo,S04,13.09157597,2.560262359,0
47.12047349,3.677542043,2.520734642,1.047677095,alto,S04,13.43296978,2.181977429,0
63.16526201,8.732514999,5.352864624,1.052820452,medio,US05,15.92698944,2.712286252,1
52.26649449,5.547264797,8.867444413,1.041271463,bajo,US05,16.91407457,2.020422477,0
60.85311324,5.548883835,8.796561011,1.052473528,medio,BE256,16.55042325,2.544176028,0
48.3671546,4.745044206,5.162092258,1.051917175,medio,US05,15.03507922,2.13810331,0
40.1552893,4.87454574,11.55591492,1.047953458,alto,K97,18.78212555,2.337904623,0
76.54952823,6.4573262,11.00589444,1.059209231,bajo,S04,18.84558627,2.090692417,1
24.02329505,5.085893006,9.222923472,1.04436252,medio,US05,16.01832726,2.646705141,0
35.42162943,2.780699627,6.976833999,1.055639545,medio,K97,16.50615345,2.148905894,0
54.54581682,6.831856181,14.19482851,1.059092755,alto,S04,23.40445636,2.565589278,1
37.19543046,4.148593566,16.62162845,1.048317237,medio,K97,7.988517565,2.296770592,0
40.84974887,5.175211419,8.065754065,1.049900632,alto,K97,11.01623149,2.365658288,0
47.94539132,7.985259003,7.551332331,1.049463676,alto,US05,11.35383423,2.444326772,0
38.94251833,5.367481665,11.96483066,1.056101414,bajo,S04,17.01367785,2.171452599,0
47.29752466,4.686470314,8.567882481,1.044616604,alto,K97,11.54184487,2.463110134,0
40.96711622,5.921801502,9.442411197,1.046187404,alto,BE256,10.57460593,2.859100369,0
10.3680015,5.482687887,12.95861261,1.055181514,bajo,S04,11.55346505,2.166571564,0
60.276509,4.469712477,2.36257565,1.062484368,medio,BE256,16.20582865,2.751543043,1
65.21372558,6.713995778,15.2732093,1.065348857,medio,US05,18.95421982,2.84942929,1
21.85457886,7.056543565,10.2907221,1.05849718,bajo,BE256,13.2829959,2.155153503,0
48.99893095,3.869111565,8.354027422,1.047991025,bajo,S04,13.55997801,1.963483618,0
62.96126249,5.473632077,9.643063383,1.053406812,bajo,K97,19.16824134,2.49058827,0
58.28142778,4.07361887,9.84971742,1.044231539,bajo,K97,11.00331309,2.235777743,0
36.79835694,5.555512646,3.075194786,1.053773666,medio,S04,19.26203316,2.960580966,0
62.36089205,4.081313489,15.97975291,1.05099712,bajo,K97,14.8419852,2.410442262,0
75.43733456,9.644343347,10.16530253,1.063965878,alto,BE256,16.16094154,2.159340178,1
34.94371043,4.704910086,11.77200852,1.04677214,alto,K97,24.00360199,2.055852147,0
30.79896005,5.975816719,13.80619908,1.041694583,bajo,K97,9.777442041,2.726971488,0
35.4629547,5.918454444,5.91535017,1.05251626,medio,BE256,12.58525696,2.228644808,0
34.17734772,3.754282624,11.8938876,1.039682984,medio,BE256,9.070275043,2.41314864,0
42.55624334,5.054934111,8.929435636,1.048413248,alto,BE256,17.80984788,2.686740824,0
42.40860972,4.290420145,13.3870831,1.054705909,bajo,US05,20.75675573,2.254722494,0
40.0456903,3.741495089,2,1.050959489,bajo,BE256,20.67969113,2.386221351,0
46.55407255,4.78298295,9.603622799,1.059741713,alto,BE256,18.89579501,2.395029477,0
57.85969412,4.691517212,7.588717377,1.055125546,alto,US05,13.20951813,2.604997353,0
54.24331203,7.426716486,11.7290518,1.046730508,alto,K97,12.53903609,2.577223301,0
17.72653047,5.432959825,11.88017675,1.050136567,alto,BE256,7.31532091,2.333965881,0
62.80150147,7.377100394,7.169496421,1.049114675,bajo,S04,15.04091534,2.419094718,1
54.01479867,4.435225996,7.151304543,1.042089116,medio,BE256,15.87591231,2.288466297,0
19.49681952,6.021383295,9.557338526,1.045298005,bajo,BE256,12.03217238,1.956716278,0
36.62851897,7.088442773,6.413431091,1.047196195,bajo,US05,19.31222756,2.477280257,0
22.44830461,3.414016688,13.36793478,1.039818897,alto,S04,10.10894193,2.967657528,0
12.97029344,3.120075615,8.523171198,1.050237467,bajo,K97,15.62648814,2.134884258,0
48.12194092,6.870965175,2,1.048754641,medio,K97,13.30948346,2.168091087,0
51.3873274,5.389614177,8.500711774,1.04163553,alto,S04,16.55470856,2.138781669,0
31.35234399,4.131707268,5.845824717,1.052021064,bajo,BE256,13.74570584,2.617377534,0
1.134365618,5.534629086,3.474896738,1.053579364,alto,US05,8.196288436,2.534545636,0
31.80633328,2.364252261,5.050293447,1.051135172,alto,S04,14.30230549,2.352438692,0
45.87706008,5.003375507,10.43763389,1.048379659,medio,S04,18.19545657,2.124594282,0
17.81632647,5.327821173,15.31456331,1.052957211,bajo,K97,13.88313438,2.427713037,0
70.50464819,7.223238914,11.2527379,1.059888605,medio,US05,20.01236147,1.930613362,1
39.77035226,3.986104048,7.573986447,1.051537018,medio,S04,9.817882057,2.44302797,0
48.68937249,5.085687161,11.82361678,1.045876939,medio,US05,13.89495683,2.661457316,0
41.79370553,4.074575374,8.163638759,1.051383004,bajo,BE256,11.50195818,2.024640259,0
25.40396589,5.255383756,7.221598523,1.055977403,alto,K97,16.98792336,1.940244517,0
57.94857252,4.104653678,5.382549327,1.047016855,bajo,BE256,14.12596625,2.873831368,0
37.6220564,4.591899161,2.992684773,1.060489697,alto,US05,16.76029471,2.216472108,0
